12 [5,7,8,3,1,6,2,9,4,3,6,4,8,2,9,5,7,1,2,9,1,5,7,4,3,6,8,4,3,5,2,8,7,6,1,9,1,2,6,9,4,5,7,8,3,9,8,7,1,6,3,4,2,5,7,5,3,6,9,8,1,4,2,8,4,2,7,3,1,9,5,6,6,1,9,4,5,2,8,3,7] 34 464
13 [7,5,3,4,8,1,2,6,9,2,9,8,6,7,3,5,1,4,1,6,4,5,2,9,8,3,7,9,3,1,2,6,5,7,4,8,8,4,2,1,9,7,6,5,3,5,7,6,8,3,4,1,9,2,3,8,9,7,1,6,4,2,5,6,2,5,9,4,8,3,7,1,4,1,7,3,5,2,9,8,6] 52 16
14 [9,5,6,3,7,2,1,4,8,8,2,4,9,5,1,6,7,3,1,7,3,4,6,8,9,5,2,4,6,9,8,3,7,2,1,5,5,3,7,2,1,9,8,6,4,2,8,1,5,4,6,7,3,9,3,1,8,6,9,5,4,2,7,7,4,2,1,8,3,5,9,6,6,9,5,7,2,4,3,8,1] 43 3532
15 [5,8,4,2,1,9,6,3,7,7,3,9,8,6,4,5,2,1,1,6,2,5,7,3,9,4,8,3,7,6,4,5,8,2,1,9,2,9,8,1,3,6,7,5,4,4,1,5,9,2,7,8,6,3,8,5,3,6,9,1,4,7,2,6,4,1,7,8,2,3,9,5,9,2,7,3,4,5,1,8,6] 43 94
16 [9,7,6,5,3,8,4,2,1,8,1,4,7,6,2,9,3,5,2,3,5,9,1,4,6,8,7,1,9,2,8,5,3,7,4,6,5,6,3,2,4,7,8,1,9,7,4,8,1,9,6,3,5,2,6,5,7,3,8,1,2,9,4,3,2,9,4,7,5,1,6,8,4,8,1,6,2,9,5,7,3] 44 96
17 [4,9,3,8,6,5,7,2,1,6,5,8,1,7,2,9,3,4,7,2,1,9,4,3,5,6,8,3,8,4,5,1,7,6,9,2,9,6,2,3,8,4,1,7,5,5,1,7,6,2,9,4,8,3,1,3,6,7,5,8,2,4,9,2,7,9,4,3,1,8,5,6,8,4,5,2,9,6,3,1,7] 46 119
18 [1,3,6,8,9,7,5,2,4,8,4,5,3,2,6,1,9,7,2,7,9,5,4,1,3,6,8,3,8,4,7,1,9,2,5,6,9,1,7,6,5,2,4,8,3,6,5,2,4,3,8,7,1,9,7,9,1,2,8,3,6,4,5,4,6,8,1,7,5,9,3,2,5,2,3,9,6,4,8,7,1] 44 790
19 [2,6,3,1,5,4,8,9,7,7,1,5,3,8,9,6,4,2,9,4,8,7,2,6,3,5,1,1,8,7,4,6,2,9,3,5,3,2,6,5,9,1,4,7,8,5,9,4,8,3,7,2,1,6,4,5,9,6,7,8,1,2,3,6,3,1,2,4,5,7,8,9,8,7,2,9,1,3,5,6,4] 44 28
20 [4,1,5,8,9,2,3,7,6,8,2,9,6,7,3,5,4,1,7,6,3,5,1,4,8,2,9,3,9,1,2,6,8,4,5,7,2,4,6,1,5,7,9,3,8,5,7,8,3,4,9,6,1,2,9,8,2,7,3,5,1,6,4,6,5,4,9,2,1,7,8,3,1,3,7,4,8,6,2,9,5] 39 135
21 [2,4,9,8,1,5,3,7,6,3,1,7,2,9,6,4,8,5,8,5,6,7,3,4,1,2,9,5,3,1,4,2,7,9,6,8,9,8,2,3,6,1,5,4,7,7,6,4,9,5,8,2,3,1,6,7,5,1,4,3,8,9,2,1,9,3,6,8,2,7,5,4,4,2,8,5,7,9,6,1,3] 43 938
22 [3,5,9,2,1,8,4,6,7,2,6,8,3,7,4,9,1,5,4,1,7,9,6,5,2,8,3,9,7,4,5,2,1,6,3,8,5,2,1,6,8,3,7,4,9,8,3,6,4,9,7,5,2,1,6,4,5,1,3,9,8,7,2,1,8,2,7,5,6,3,9,4,7,9,3,8,4,2,1,5,6] 59 137
23 [7,8,9,4,5,2,6,3,1,3,4,6,7,9,1,8,2,5,2,1,5,3,6,8,7,4,9,6,3,4,9,2,5,1,8,7,9,2,1,6,8,7,3,5,4,8,5,7,1,3,4,9,6,2,1,9,2,8,4,6,5,7,3,4,6,3,5,7,9,2,1,8,5,7,8,2,1,3,4,9,6] 49 36
24 [7,1,9,3,4,5,6,2,8,8,6,5,7,2,9,4,1,3,2,3,4,8,6,1,7,9,5,9,8,6,4,7,2,5,3,1,3,7,2,1,5,6,8,4,9,5,4,1,9,8,3,2,6,7,4,2,3,5,9,7,1,8,6,1,5,8,6,3,4,9,7,2,6,9,7,2,1,8,3,5,4] 41 778
25 [3,1,5,4,7,2,9,8,6,7,6,8,1,3,9,2,5,4,2,9,4,6,5,8,3,7,1,1,3,6,9,4,7,8,2,5,5,8,9,2,1,6,7,4,3,4,2,7,3,8,5,1,6,9,6,4,1,8,2,3,5,9,7,8,5,3,7,9,4,6,1,2,9,7,2,5,6,1,4,3,8] 42 74
26 [7,9,8,5,4,2,1,6,3,3,5,1,9,8,6,7,2,4,4,6,2,3,7,1,9,5,8,8,3,6,7,9,5,4,1,2,5,7,9,2,1,4,8,3,6,2,1,4,8,6,3,5,9,7,6,4,5,1,2,8,3,7,9,1,8,7,6,3,9,2,4,5,9,2,3,4,5,7,6,8,1] 33 67
27 [5,1,7,2,9,8,4,6,3,8,9,6,5,3,4,2,1,7,2,3,4,7,6,1,8,5,9,6,8,9,1,2,3,7,4,5,1,7,3,4,5,9,6,8,2,4,5,2,6,8,7,9,3,1,9,2,8,3,4,5,1,7,6,7,4,5,9,1,6,3,2,8,3,6,1,8,7,2,5,9,4] 38 48
28 [7,2,8,5,9,3,1,4,6,6,9,3,8,1,4,5,2,7,4,5,1,2,7,6,9,3,8,2,3,5,4,8,9,6,7,1,8,4,9,7,6,1,2,5,3,1,6,7,3,5,2,4,8,9,3,8,6,1,4,5,7,9,2,5,1,2,9,3,7,8,6,4,9,7,4,6,2,8,3,1,5] 47 14
29 [5,3,7,6,4,8,1,9,2,2,1,9,3,5,7,6,4,8,6,4,8,1,2,9,3,7,5,9,6,4,7,8,3,2,5,1,8,7,3,5,1,2,4,6,9,1,5,2,4,9,6,8,3,7,4,8,6,2,7,5,9,1,3,7,9,1,8,3,4,5,2,6,3,2,5,9,6,1,7,8,4] 43 147
30 [4,6,3,5,8,1,9,7,2,1,2,9,4,3,7,6,5,8,7,5,8,6,9,2,1,4,3,2,4,5,1,6,9,8,3,7,6,3,7,8,4,5,2,9,1,9,8,1,2,7,3,5,6,4,3,1,2,9,5,4,7,8,6,8,9,4,7,1,6,3,2,5,5,7,6,3,2,8,4,1,9] 40 56
31 [8,1,6,4,5,9,2,7,3,2,3,4,7,8,6,1,9,5,9,7,5,3,2,1,8,6,4,7,6,2,5,9,4,3,1,8,4,5,3,8,1,7,6,2,9,1,8,9,2,6,3,5,4,7,6,2,8,9,4,5,7,3,1,3,4,1,6,7,8,9,5,2,5,9,7,1,3,2,4,8,6] 43 902
32 [5,8,6,2,3,9,4,1,7,3,9,2,7,1,4,8,5,6,4,1,7,5,6,8,2,3,9,6,7,8,4,2,5,3,9,1,9,5,4,1,8,3,6,7,2,2,3,1,9,7,6,5,8,4,7,4,5,3,9,2,1,6,8,8,2,9,6,5,1,7,4,3,1,6,3,8,4,7,9,2,5] 49 191
33 [2,6,3,9,1,8,7,5,4,7,8,1,5,6,4,2,3,9,4,5,9,7,3,2,6,1,8,5,4,7,2,9,1,8,6,3,3,1,8,6,7,5,9,4,2,9,2,6,8,4,3,5,7,1,8,7,4,3,2,6,1,9,5,1,9,2,4,5,7,3,8,6,6,3,5,1,8,9,4,2,7] 47 1771
34 [7,9,5,4,1,3,2,6,8,6,3,4,9,2,8,7,1,5,1,2,8,5,6,7,3,9,4,4,6,3,2,5,9,8,7,1,8,1,9,7,3,4,5,2,6,5,7,2,6,8,1,4,3,9,9,4,6,8,7,2,1,5,3,2,5,1,3,4,6,9,8,7,3,8,7,1,9,5,6,4,2] 35 126
35 [6,2,8,1,9,7,5,3,4,1,3,7,5,2,4,6,9,8,4,5,9,8,3,6,1,7,2,8,7,3,9,5,2,4,6,1,2,4,1,6,7,3,8,5,9,5,9,6,4,1,8,3,2,7,7,8,2,3,6,1,9,4,5,3,1,5,2,4,9,7,8,6,9,6,4,7,8,5,2,1,3] 62 276
36 [1,7,6,9,8,3,2,5,4,3,9,4,5,1,2,8,7,6,5,2,8,6,7,4,3,1,9,4,6,5,3,2,7,9,8,1,8,3,2,4,9,1,5,6,7,7,1,9,8,6,5,4,3,2,9,8,1,2,3,6,7,4,5,2,5,7,1,4,8,6,9,3,6,4,3,7,5,9,1,2,8] 59 112
37 [1,8,7,2,4,6,5,3,9,6,2,3,1,9,5,7,8,4,9,5,4,3,7,8,6,2,1,4,1,8,7,3,9,2,6,5,5,6,9,8,2,4,3,1,7,7,3,2,6,5,1,4,9,8,8,9,5,4,6,3,1,7,2,3,7,1,5,8,2,9,4,6,2,4,6,9,1,7,8,5,3] 25 756
38 [6,5,7,8,2,3,1,9,4,3,9,2,4,6,1,8,5,7,8,4,1,9,5,7,6,3,2,1,8,4,6,9,2,5,7,3,5,3,6,1,7,4,2,8,9,7,2,9,5,3,8,4,1,6,4,1,3,7,8,6,9,2,5,9,7,8,2,4,5,3,6,1,2,6,5,3,1,9,7,4,8] 60 842
39 [3,4,1,9,7,6,2,8,5,7,6,9,2,5,8,3,4,1,2,5,8,1,4,3,6,7,9,4,2,7,6,3,1,5,9,8,1,3,5,8,9,4,7,2,6,8,9,6,5,2,7,1,3,4,9,1,3,7,8,5,4,6,2,5,7,2,4,6,9,8,1,3,6,8,4,3,1,2,9,5,7] 51 70
40 [9,5,1,8,6,7,2,4,3,8,4,3,1,2,9,7,5,6,2,7,6,5,4,3,8,9,1,7,9,5,3,8,6,1,2,4,6,3,2,7,1,4,9,8,5,1,8,4,2,9,5,6,3,7,5,1,7,9,3,8,4,6,2,4,2,9,6,5,1,3,7,8,3,6,8,4,7,2,5,1,9] 48 135
41 [6,7,8,2,3,5,1,9,4,5,3,1,9,4,7,6,2,8,9,4,2,1,6,8,5,7,3,3,9,5,4,2,1,8,6,7,8,1,4,5,7,6,2,3,9,7,2,6,3,8,9,4,1,5,2,6,7,8,9,4,3,5,1,1,8,9,6,5,3,7,4,2,4,5,3,7,1,2,9,8,6] 44 43
42 [5,9,6,7,1,3,4,8,2,8,1,4,9,5,2,6,3,7,2,7,3,4,8,6,1,9,5,1,4,8,2,9,7,5,6,3,9,3,2,6,4,5,7,1,8,6,5,7,8,3,1,9,2,4,4,6,9,5,2,8,3,7,1,3,8,5,1,7,9,2,4,6,7,2,1,3,6,4,8,5,9] 32 27
43 [5,8,4,9,3,2,7,6,1,2,6,1,7,5,8,3,9,4,9,3,7,1,6,4,2,5,8,1,5,2,8,4,9,6,7,3,7,9,8,6,1,3,4,2,5,3,4,6,5,2,7,1,8,9,6,1,9,4,7,5,8,3,2,8,7,3,2,9,1,5,4,6,4,2,5,3,8,6,9,1,7] 53 49
44 [1,8,3,6,5,2,7,4,9,4,5,7,3,1,9,8,6,2,9,2,6,8,7,4,3,5,1,6,7,4,9,2,3,5,1,8,2,1,9,7,8,5,4,3,6,5,3,8,4,6,1,2,9,7,7,9,1,5,4,8,6,2,3,8,4,2,1,3,6,9,7,5,3,6,5,2,9,7,1,8,4] 47 365
45 [7,2,1,9,5,6,3,8,4,4,5,8,7,1,3,2,9,6,6,3,9,8,4,2,7,5,1,2,4,3,5,9,8,1,6,7,5,9,6,2,7,1,8,4,3,8,1,7,6,3,4,5,2,9,1,7,5,4,2,9,6,3,8,3,8,4,1,6,5,9,7,2,9,6,2,3,8,7,4,1,5] 55 916
46 [9,2,4,3,8,7,1,5,6,8,1,6,4,9,5,3,7,2,3,7,5,6,1,2,4,9,8,5,8,1,2,6,4,7,3,9,7,9,2,1,5,3,6,8,4,4,6,3,8,7,9,5,2,1,1,3,8,5,2,6,9,4,7,6,5,9,7,4,8,2,1,3,2,4,7,9,3,1,8,6,5] 46 57
47 [4,5,3,9,6,2,8,7,1,6,7,9,1,8,5,4,2,3,2,8,1,4,7,3,6,9,5,7,4,6,8,5,9,3,1,2,9,3,2,7,1,4,5,8,6,5,1,8,3,2,6,7,4,9,3,6,7,2,4,1,9,5,8,1,9,4,5,3,8,2,6,7,8,2,5,6,9,7,1,3,4] 46 76
48 [2,8,4,5,7,6,3,1,9,1,7,5,3,8,9,2,4,6,9,3,6,2,1,4,7,8,5,3,2,8,7,9,5,4,6,1,5,4,7,8,6,1,9,3,2,6,1,9,4,3,2,8,5,7,7,5,1,9,4,3,6,2,8,4,9,2,6,5,8,1,7,3,8,6,3,1,2,7,5,9,4] 47 227
49 [4,8,6,9,2,1,3,5,7,9,5,2,7,4,3,8,6,1,3,1,7,5,6,8,2,4,9,2,7,1,8,5,9,6,3,4,5,4,8,3,1,6,9,7,2,6,3,9,4,7,2,1,8,5,1,9,4,6,3,7,5,2,8,7,2,3,1,8,5,4,9,6,8,6,5,2,9,4,7,1,3] 44 1131
50 [7,4,3,1,5,8,2,6,9,5,6,9,2,4,3,1,7,8,1,8,2,6,7,9,5,3,4,9,7,4,3,1,2,8,5,6,3,2,6,7,8,5,4,9,1,8,5,1,4,9,6,3,2,7,6,3,8,9,2,1,7,4,5,4,9,5,8,3,7,6,1,2,2,1,7,5,6,4,9,8,3] 43 85
51 [3,4,8,1,6,9,7,5,2,5,2,6,4,8,7,3,1,9,1,9,7,5,2,3,4,8,6,6,3,1,7,9,4,8,2,5,8,7,4,6,5,2,1,9,3,2,5,9,8,3,1,6,4,7,4,1,3,2,7,5,9,6,8,7,8,2,9,1,6,5,3,4,9,6,5,3,4,8,2,7,1] 38 202
52 [3,6,7,4,9,8,1,2,5,8,4,1,5,2,3,6,7,9,2,9,5,1,7,6,8,3,4,9,2,8,3,4,7,5,1,6,1,3,4,8,6,5,7,9,2,5,7,6,9,1,2,4,8,3,4,5,2,7,8,9,3,6,1,7,1,9,6,3,4,2,5,8,6,8,3,2,5,1,9,4,7] 38 81
53 [8,6,7,2,4,9,5,1,3,3,2,9,1,6,5,4,8,7,4,1,5,3,8,7,9,6,2,1,8,3,4,5,2,6,7,9,6,9,2,8,7,1,3,4,5,5,7,4,9,3,6,1,2,8,2,4,1,7,9,3,8,5,6,7,3,6,5,1,8,2,9,4,9,5,8,6,2,4,7,3,1] 50 140
54 [8,9,4,1,2,5,3,6,7,1,2,5,3,7,6,4,8,9,3,6,7,4,8,9,2,1,5,2,8,9,5,3,1,6,7,4,5,3,6,9,4,7,1,2,8,7,4,1,8,6,2,9,5,3,9,1,8,6,5,4,7,3,2,4,5,2,7,1,3,8,9,6,6,7,3,2,9,8,5,4,1] 45 115
55 [1,9,6,8,5,3,2,7,4,5,7,8,9,4,2,1,6,3,2,4,3,6,1,7,9,8,5,4,2,7,1,8,9,3,5,6,8,3,9,5,7,6,4,2,1,6,1,5,3,2,4,7,9,8,9,8,1,7,3,5,6,4,2,7,5,4,2,6,1,8,3,9,3,6,2,4,9,8,5,1,7] 39 205
56 [4,2,1,6,7,5,8,9,3,3,7,5,4,8,9,2,6,1,6,8,9,3,2,1,5,4,7,7,4,2,1,9,3,6,8,5,5,6,8,7,4,2,1,3,9,1,9,3,8,5,6,7,2,4,9,1,6,2,3,7,4,5,8,2,3,4,5,1,8,9,7,6,8,5,7,9,6,4,3,1,2] 44 69
57 [7,3,4,5,8,9,1,2,6,5,2,6,4,1,7,3,8,9,1,8,9,2,6,3,4,7,5,9,7,1,8,2,6,5,3,4,8,4,2,1,3,5,9,6,7,3,6,5,7,9,4,8,1,2,2,1,7,9,5,8,6,4,3,6,5,8,3,4,2,7,9,1,4,9,3,6,7,1,2,5,8] 56 179
58 [7,8,4,6,2,1,5,3,9,5,6,2,4,9,3,8,7,1,3,1,9,7,8,5,2,6,4,8,3,7,1,5,9,4,2,6,1,2,5,8,6,4,3,9,7,4,9,6,2,3,7,1,8,5,6,5,8,9,1,2,7,4,3,2,4,1,3,7,6,9,5,8,9,7,3,5,4,8,6,1,2] 50 58
59 [9,4,8,6,3,2,7,1,5,7,1,5,8,4,9,3,6,2,3,2,6,7,1,5,8,4,9,8,5,2,4,9,6,1,7,3,1,7,9,3,5,8,6,2,4,4,6,3,2,7,1,9,5,8,6,9,1,5,2,3,4,8,7,2,8,7,9,6,4,5,3,1,5,3,4,1,8,7,2,9,6] 39 1
60 [9,5,8,7,3,6,2,1,4,7,3,4,5,1,2,8,9,6,2,1,6,8,9,4,7,3,5,4,6,3,2,7,9,1,5,8,8,2,7,6,5,1,3,4,9,5,9,1,4,8,3,6,2,7,6,8,2,1,4,5,9,7,3,3,7,5,9,2,8,4,6,1,1,4,9,3,6,7,5,8,2] 45 1043
61 [9,7,3,2,1,5,8,4,6,5,6,2,9,8,4,3,7,1,4,8,1,3,6,7,9,5,2,1,3,8,6,4,2,7,9,5,6,9,5,8,7,3,2,1,4,2,4,7,1,5,9,6,3,8,3,5,4,7,2,6,1,8,9,8,2,9,4,3,1,5,6,7,7,1,6,5,9,8,4,2,3] 48 191
62 [9,7,8,6,3,4,5,1,2,2,3,4,1,8,5,6,7,9,1,5,6,7,9,2,4,3,8,6,9,1,4,5,8,7,2,3,5,8,3,2,7,9,1,6,4,4,2,7,3,1,6,9,8,5,3,1,5,8,4,7,2,9,6,8,4,2,9,6,1,3,5,7,7,6,9,5,2,3,8,4,1] 43 133
63 [7,6,5,8,2,3,9,4,1,4,9,3,5,1,6,8,7,2,1,2,8,7,4,9,5,3,6,3,1,9,4,7,8,2,6,5,8,4,7,6,5,2,3,1,9,2,5,6,9,3,1,4,8,7,9,3,4,2,6,7,1,5,8,5,7,2,1,8,4,6,9,3,6,8,1,3,9,5,7,2,4] 48 299
64 [3,4,5,6,2,7,8,1,9,8,9,7,4,1,3,2,5,6,6,1,2,8,5,9,3,4,7,7,3,9,2,4,8,5,6,1,2,5,8,1,7,6,9,3,4,1,6,4,9,3,5,7,2,8,9,7,1,5,6,2,4,8,3,5,8,6,3,9,4,1,7,2,4,2,3,7,8,1,6,9,5] 44 270
65 [9,2,5,4,8,7,1,6,3,8,7,3,2,6,1,9,4,5,6,1,4,5,3,9,2,7,8,2,5,6,1,7,8,4,3,9,3,4,1,6,9,5,7,8,2,7,8,9,3,2,4,5,1,6,4,3,2,9,1,6,8,5,7,5,6,8,7,4,2,3,9,1,1,9,7,8,5,3,6,2,4] 55 108
66 [5,1,3,8,2,9,4,7,6,8,2,4,6,3,7,9,1,5,7,6,9,5,1,4,2,3,8,1,5,8,3,7,2,6,4,9,9,3,2,4,6,5,7,8,1,4,7,6,1,9,8,5,2,3,2,9,5,7,8,1,3,6,4,3,4,1,2,5,6,8,9,7,6,8,7,9,4,3,1,5,2] 47 128
67 [7,8,2,1,3,6,9,5,4,6,9,5,2,4,8,1,7,3,1,4,3,5,9,7,8,6,2,5,3,4,8,2,9,7,1,6,9,6,1,7,5,3,4,2,8,2,7,8,6,1,4,5,3,9,4,5,9,3,6,1,2,8,7,3,2,7,9,8,5,6,4,1,8,1,6,4,7,2,3,9,5] 47 97
68 [2,9,3,4,7,6,1,8,5,1,5,8,2,9,3,7,4,6,6,7,4,5,1,8,2,9,3,5,1,2,9,6,7,4,3,8,4,8,7,1,3,5,9,6,2,9,3,6,8,4,2,5,1,7,7,2,9,3,8,4,6,5,1,8,6,1,7,5,9,3,2,4,3,4,5,6,2,1,8,7,9] 42 818
69 [8,3,1,2,6,5,4,7,9,5,4,6,3,9,7,1,2,8,9,2,7,8,4,1,6,5,3,7,8,3,4,1,6,5,9,2,1,9,5,7,3,2,8,6,4,4,6,2,5,8,9,7,3,1,2,7,4,9,5,8,3,1,6,6,5,8,1,2,3,9,4,7,3,1,9,6,7,4,2,8,5] 47 155
70 [5,1,6,2,7,4,9,3,8,2,4,7,9,3,8,5,1,6,9,3,8,6,5,1,4,2,7,7,5,4,8,2,6,1,9,3,1,2,9,3,4,7,6,8,5,6,8,3,5,1,9,2,7,4,4,6,2,1,8,3,7,5,9,3,7,5,4,9,2,8,6,1,8,9,1,7,6,5,3,4,2] 53 216
71 [1,4,9,3,8,6,2,7,5,6,3,2,5,9,7,8,4,1,8,7,5,4,2,1,9,3,6,7,2,4,1,3,8,6,5,9,5,1,6,2,7,9,4,8,3,3,9,8,6,5,4,7,1,2,4,8,1,9,6,3,5,2,7,2,6,3,7,4,5,1,9,8,9,5,7,8,1,2,3,6,4] 39 42
72 [5,3,9,4,7,1,6,8,2,7,1,6,2,8,9,3,5,4,4,8,2,3,5,6,9,1,7,1,2,3,7,9,5,4,6,8,8,4,5,1,6,3,2,7,9,9,6,7,8,4,2,1,3,5,2,7,8,6,1,4,5,9,3,3,5,1,9,2,8,7,4,6,6,9,4,5,3,7,8,2,1] 33 38
73 [2,5,1,6,8,9,4,3,7,6,8,9,3,4,7,5,1,2,4,3,7,1,2,5,9,6,8,1,6,8,4,5,2,7,9,3,7,4,2,9,1,3,8,5,6,3,9,5,7,6,8,2,4,1,9,7,4,2,3,6,1,8,5,5,2,6,8,9,1,3,7,4,8,1,3,5,7,4,6,2,9] 47 153
74 [2,3,5,8,9,4,6,7,1,4,6,9,3,1,7,5,2,8,7,8,1,5,6,2,9,3,4,1,4,7,9,5,8,2,6,3,8,9,2,7,3,6,1,4,5,6,5,3,2,4,1,7,8,9,3,1,4,6,7,5,8,9,2,9,2,6,1,8,3,4,5,7,5,7,8,4,2,9,3,1,6] 41 53
75 [8,3,5,2,1,4,7,6,9,9,4,6,8,5,7,1,2,3,1,7,2,6,9,3,8,4,5,2,8,1,5,4,9,3,7,6,5,9,4,3,7,6,2,8,1,7,6,3,1,2,8,5,9,4,3,5,9,7,6,2,4,1,8,4,2,8,9,3,1,6,5,7,6,1,7,4,8,5,9,3,2] 45 199
76 [6,9,1,8,3,7,5,2,4,7,4,8,1,2,5,9,6,3,3,5,2,4,6,9,7,8,1,4,6,5,2,9,3,1,7,8,1,3,7,5,4,8,6,9,2,8,2,9,7,1,6,3,4,5,2,7,3,9,5,4,8,1,6,5,8,4,6,7,1,2,3,9,9,1,6,3,8,2,4,5,7] 42 41
77 [1,7,2,4,6,5,8,3,9,6,8,5,1,3,9,7,4,2,9,4,3,7,2,8,1,6,5,4,3,8,9,5,6,2,1,7,5,9,1,3,7,2,4,8,6,7,2,6,8,1,4,9,5,3,2,6,4,5,8,7,3,9,1,3,5,9,2,4,1,6,7,8,8,1,7,6,9,3,5,2,4] 46 213
78 [4,2,9,8,6,5,1,3,7,1,5,7,9,3,2,6,8,4,3,6,8,4,7,1,9,5,2,7,8,2,6,1,3,4,9,5,5,4,1,2,8,9,3,7,6,6,9,3,7,5,4,2,1,8,9,3,4,5,2,7,8,6,1,8,1,5,3,4,6,7,2,9,2,7,6,1,9,8,5,4,3] 48 915
79 [8,3,4,7,2,6,5,1,9,5,1,2,4,9,3,6,8,7,7,6,9,1,8,5,4,3,2,4,5,7,3,1,9,8,2,6,9,8,6,5,7,2,1,4,3,3,2,1,8,6,4,7,9,5,6,9,8,2,5,1,3,7,4,1,4,5,9,3,7,2,6,8,2,7,3,6,4,8,9,5,1] 42 180
80 [8,2,9,4,5,3,7,1,6,1,4,5,9,6,7,8,2,3,6,3,7,8,1,2,9,5,4,4,1,8,3,2,5,6,9,7,9,7,6,1,8,4,5,3,2,2,5,3,6,7,9,1,4,8,3,6,4,5,9,8,2,7,1,5,8,2,7,3,1,4,6,9,7,9,1,2,4,6,3,8,5] 52 265
81 [8,9,7,3,2,6,5,1,4,6,5,3,9,4,1,8,7,2,1,2,4,7,8,5,3,9,6,3,4,1,5,7,8,2,6,9,7,8,2,6,1,9,4,3,5,9,6,5,4,3,2,1,8,7,4,3,8,2,6,7,9,5,1,2,7,9,1,5,3,6,4,8,5,1,6,8,9,4,7,2,3] 41 306
82 [6,1,2,7,9,3,5,4,8,3,9,4,2,5,8,6,1,7,5,8,7,1,4,6,9,3,2,9,7,8,3,6,4,1,2,5,4,2,5,9,7,1,3,8,6,1,6,3,8,2,5,7,9,4,2,4,6,5,1,9,8,7,3,7,3,9,6,8,2,4,5,1,8,5,1,4,3,7,2,6,9] 59 41
